Bag Number,Site,Date,Locality,Latitude,Longitude,Collector,Unique ID,Method(nocolor),Method,Warming,Plant Species,Order,Family,Genus,Species,Sex,Notes,Location
119,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,UBC:GH:2858,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:286,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
141,"Alexandra Fiord, Nunavut",2012-07-07,Willow,78.875,-75.799,D. McNicholl,UBC:GH:2860,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
141,"Alexandra Fiord, Nunavut",2012-07-07,Willow,78.875,-75.799,D. McNicholl,UBC:GH:2862,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,Phaonia,NA,M,NA,Spencer Entomological Collection
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2864,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2866,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2867,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2868,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2869,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:287,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2870,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2871,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2872,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2873,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2876,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2877,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2878,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,"Keyed out to Drymeia, but very similar to Phaonia M",NA
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:288,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2880,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2882,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2883,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2884,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2885,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2886,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2887,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2888,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2889,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:289,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2891,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2892,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2893,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2894,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2895,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2897,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2899,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
93,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:29,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:290,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2900,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2902,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,"Keyed out to Drymeia, but very similar to Phaonia M",NA
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2903,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,"Keyed out to Drymeia, but very similar to Phaonia M",NA
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2906,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2907,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2909,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:291,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2910,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2912,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2913,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
106,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2914,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2915,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2916,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:292,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2923,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2924,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2925,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2928,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2929,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:293,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2930,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2937,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2938,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:294,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.3
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2944,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2945,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2946,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:295,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:296,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.3
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:297,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2978,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2989,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2994,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
93,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:30,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:300,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3006,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:301,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.3
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3011,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3013,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3015,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3017,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3019,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3021,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3026,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.3
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3029,Panfall,Panfall Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:303,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:305,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
360,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3050,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
360,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3055,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
360,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3056,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
360,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3059,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
301,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3077,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:308,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
301,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3085,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
301,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3088,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
346,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3096,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
346,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3098,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
93,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:31,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.2
346,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3102,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
346,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3104,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:311,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:312,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
358,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3120,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
358,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3121,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
358,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3122,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
358,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3123,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
358,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3125,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:313,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
358,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3132,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
358,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3134,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
264,"Alexandra Fiord, Nunavut",2012-07-18,Willow,78.875,-75.799,S. Robinson,UBC:GH:3136,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
264,"Alexandra Fiord, Nunavut",2012-07-18,Willow,78.875,-75.799,S. Robinson,UBC:GH:3141,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
264,"Alexandra Fiord, Nunavut",2012-07-18,Willow,78.875,-75.799,S. Robinson,UBC:GH:3145,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
264,"Alexandra Fiord, Nunavut",2012-07-18,Willow,78.875,-75.799,S. Robinson,UBC:GH:3148,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,"Keyed out to Drymeia, but very similar to Phaonia M",NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3171,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3173,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3180,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3182,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3185,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3187,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3188,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3189,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3190,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3193,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3198,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
93,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:32,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:320,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,90.1
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:321,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Muscidae,Phaonia,NA,M,NA,109.1
302,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3218,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Muscidae,Phaonia,NA,F,NA,NA
